Ordem;Contrato;Família;Item ;Descrição ;Dt Requisição;Requisição;Requisitante;Dt Aprov Requis;Dt Ordem;Dt Pedido;Pedido  ;Ped Emerg.;Prazo Entrega;Dt Nota Fiscal;Dt Rec. Físico  ;Comprador   ;Qtde;Valor ;Fornecedor   ;Cond Pagto;Grupo de Estoque;Unid Medida;Tipo de Material;Situação do Item;Tipo Controle do Item;Departamento;Nro Ordem Investimento
  8080.76;0;134;1340021;GAS NITROGENIO 1M3 G 40044969 WHITE MARTINS                 ;;;0;18/06/2015;04/01/2016;04/01/2016;4.206;Não;15;05/01/2016;05/01/2016;1951319;1;50;24854;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8080.84;0;618;6180037;BOTINA 40 BIQUEIRA DE ACO                                   ;;;0;18/06/2015;04/01/2016;05/01/2016;4.217;Não;15;07/01/2016;11/01/2016;1951319;20;55;1536;9 - 30 D;10;PR;Material;Ativo   ;Total   ;0;
  8080.85;0;618;6180036;BOTINA 39 BIQUEIRA DE ACO                                   ;;;0;18/06/2015;04/01/2016;05/01/2016;4.217;Não;15;07/01/2016;11/01/2016;1951319;4;55;1536;9 - 30 D;10;PR;Material;Ativo   ;Total   ;0;
  8080.86;0;618;6180005;SAPATO DE SEGURANCA 37                                      ;;;0;18/06/2015;04/01/2016;05/01/2016;4.217;Não;15;07/01/2016;11/01/2016;1951319;4;60;1536;9 - 30 D;10;PR;Material;Ativo   ;Total   ;0;
  8080.87;0;618;6180004;SAPATO DE SEGURANCA 36                                      ;;;0;18/06/2015;04/01/2016;05/01/2016;4.217;Não;15;07/01/2016;11/01/2016;1951319;6;60;1536;9 - 30 D;10;PR;Material;Ativo   ;Total   ;0;
  2604.73;0;996;9960239;ANEL ORING                                                  ;22/12/2015;1999982;13.428;29/12/2015;04/01/2016;04/01/2016;4.207;Não;30;11/01/2016;26/01/2016;1951319;1;5,184;16455;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.74;0;996;9961454;ROTORES PARA BOMBA                                          ;22/12/2015;1999982;13.428;29/12/2015;04/01/2016;04/01/2016;4.207;Não;50;17/03/2016;22/03/2016;1951319;1;2.224,66;16455;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.75;0;996;9961434;CARCACA DE BOMBA                                            ;22/12/2015;1999982;13.428;29/12/2015;04/01/2016;04/01/2016;4.207;Não;50;26/01/2016;09/02/2016;1951319;1;2.839,54;16455;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.76;0;996;9970240;REVESTIMENTO E4018R55 WEIR                                  ;22/12/2015;1999982;13.428;29/12/2015;04/01/2016;04/01/2016;4.207;Não;50;17/03/2016;22/03/2016;1951319;1;1.236,82;16455;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  2604.78;0;996;9962595;ANEL DE RETENCAO                                            ;24/12/2015;1999950;13.537;29/12/2015;04/01/2016;05/01/2016;4.218;Não;20;16/02/2016;04/03/2016;1951319;3;1.170,58;2009;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  8080.90;0;354;3541408;ANEL DE CORTE 1063914005 METSO                              ;;;0;18/06/2015;04/01/2016;05/01/2016;4.220;Não;30;07/01/2016;26/01/2016;1951319;1;534,52;9861;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8080.93;0;412;4120221;REVESTIMENTO E4018R26 WEIR                                  ;;;0;18/06/2015;04/01/2016;05/01/2016;4.215;Não;30;28/01/2016;09/02/2016;1951319;4;438,354;506;28 - 28 ;10;PC;Material;Ativo   ;Total   ;0;
  8080.96;0;256;2562340;CRUZETA 2K3631 CATERPILLAR                                  ;;;0;18/06/2015;05/01/2016;05/01/2016;4.223;Não;15;20/01/2016;02/02/2016;1951319;2;568,34;23852;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8080.98;0;160;1600243;BUCHA 639371 MININGTECH                                     ;;;0;18/06/2015;05/01/2016;13/01/2016;4.378;Não;30;16/02/2016;19/02/2016;1951319;2;120;24129;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8080.99;0;164;1640206;POLIA MOTORA CONFORME DESENHO 522F220005                    ;;;0;18/06/2015;05/01/2016;11/01/2016;4.295;Não;30;28/06/2016;05/07/2016;1951319;1;1.524,00;24129;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8081.00;0;164;1640207;POLIA MOVIDA CONFORME DESENHO 522F220006                    ;;;0;18/06/2015;05/01/2016;11/01/2016;4.295;Não;30;28/06/2016;05/07/2016;1951319;1;2.200,00;24129;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8081.01;0;314;3142394;ABRACADEIRA 90000197 ATLAS COPCO                            ;;;0;18/06/2015;05/01/2016;11/01/2016;4.261;Não;10;12/01/2016;11/02/2016;1951319;20;19;464;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.02;0;884;8840360;RETENTOR 13X121X147MM R5 VEDABRAS                           ;;;0;18/06/2015;05/01/2016;05/01/2016;4.219;Não;20;04/01/2016;13/01/2016;1951319;2;81;2356;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.04;0;130;1300003;CIANETO SODIO NACN - SOLUCAO 30%                            ;;;0;18/06/2015;05/01/2016;05/01/2016;4.211;Não;15;04/01/2016;05/01/2016;1951319;27,75;3.052,15;12868;21 - 21 ;10;T ;Material;Ativo   ;Total   ;0;
  8081.06;0;674;6740007;CADINHO ZIRCONITA 250ML CM2 PAVAN                           ;;;0;18/06/2015;05/01/2016;05/01/2016;4.221;Não;30;26/01/2016;11/02/2016;1951319;2.000,00;3;17856;9 - 30 D;10;PC;Material;Obsoleto;Total   ;0;
  8081.09;0;226;2260001;SILENCIOSO 1751098002 TOYOTA                                ;;;0;18/06/2015;05/01/2016;05/01/2016;4.216;Não;15;15/01/2016;25/01/2016;1951319;1;298;1256;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.13;0;354;3541322;BOMBA LUBRIFICACAO PFR20350C3E311 REXNORD                   ;;;0;18/06/2015;05/01/2016;05/01/2016;4.220;Não;30;07/01/2016;26/01/2016;1951319;1;3.437,06;9861;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.16;0;624;6240025;CONTROLE DE COMBUSTIVEIS                                    ;;;0;18/06/2015;05/01/2016;12/01/2016;4.298;Não;15;27/01/2016;28/01/2016;1951319;1.000,00;0,75;21007;9 - 30 D;10;BL;Material;Ativo   ;Total   ;0;
  8081.17;0;728;7280144;RELE TERMICO                                                ;;;0;18/06/2015;05/01/2016;12/01/2016;4.338;Não;20;15/01/2016;05/02/2016;1951319;2;256,48;26519;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  2604.79;0;996;9960471;SENSOR E ACESSORIOS                                         ;31/12/2015;1999950;13.869;06/01/2016;06/01/2016;06/01/2016;4.228;Sim;15;07/01/2016;07/01/2016;1951319;1;317,59;27400;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  8081.32;0;354;3544472;BOJO STANDARD MEDIO M0392816 METSO                          ;;;0;18/06/2015;06/01/2016;08/01/2016;4.247;Não;20;14/01/2016;26/01/2016;1951319;1;7.779,38;15148;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8081.33;0;354;3544473;MANTO STANDARD MEDIO MM0384067 METSO                        ;;;0;18/06/2015;06/01/2016;11/01/2016;4.290;Não;20;15/01/2016;05/02/2016;1951319;1;8.686,78;15148;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8081.34;0;354;3540638;CALHA DO QUEIXO 59411795000 METSO                           ;;;0;18/06/2015;06/01/2016;11/01/2016;4.289;Não;70;29/03/2016;12/04/2016;1951319;4;3.165,44;9861;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  2604.84;0;996;9960999;TINTA ESMALTE SINTETICO                                     ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;5;71,155;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.85;0;996;9960999;TINTA ESMALTE SINTETICO                                     ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;8;71,155;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.86;0;996;9960999;TINTA ESMALTE SINTETICO                                     ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;2;71,155;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.87;0;996;9960999;TINTA ESMALTE SINTETICO                                     ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;5;71,155;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.88;0;996;9962339;SOLVENTE / REMOVEDOR QUIMICO                                ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;4;66,025;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.89;0;996;9962253;FITA TEFLON/VEDA ROSCA                                      ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;10;8,455;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.90;0;996;9962253;FITA TEFLON/VEDA ROSCA                                      ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;10;4,655;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.91;0;996;9961103;ROLO PARA PINTURA E ACESSORIOS                              ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;10;7,5905;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.92;0;996;9961103;ROLO PARA PINTURA E ACESSORIOS                              ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;5;8,455;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.93;0;996;9960773;EXTENSOES / BICO DE SOLDA                                   ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;2;28,405;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2604.94;0;996;9960999;TINTA ESMALTE SINTETICO                                     ;04/01/2016;1950216;13.915;05/01/2016;06/01/2016;06/01/2016;4.233;Não;15;08/01/2016;08/01/2016;1951319;40;71,167;1693;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  8081.50;0;734;7340042;FITA ISOLANTE SCOTH 35 AMARELA 3M                           ;;;0;18/06/2015;06/01/2016;06/01/2016;4.234;Não;10;07/01/2016;27/01/2016;1951319;150;9;20465;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8081.51;0;590;5900439;ROTULA RADIAL GEZ300ES2RS SKF                               ;;;0;18/06/2015;06/01/2016;07/01/2016;4.237;Não;5;08/01/2016;11/01/2016;1951319;2;660,9456;5625;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  2604.95;0;354;3543432;FILTRO 7043800008 METSO                                     ;31/12/2015;1999120;13.863;06/01/2016;07/01/2016;07/01/2016;4.235;Não;10;08/01/2016;26/01/2016;1951319;2;6.434,59;9861;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8081.55;0;140;1400798;FILTRO AR EXTERNO BHC5042 DIECI                             ;;;0;18/06/2015;07/01/2016;13/01/2016;4.373;Não;20;02/02/2016;03/02/2016;1951319;2;323,6868;15159;28 - 28 ;10;PC;Material;Ativo   ;Total   ;0;
  2604.96;0;996;9963142;TINTA PVA / PO                                              ;05/01/2016;1951310;13.999;05/01/2016;07/01/2016;07/01/2016;4.236;Não;5;08/01/2016;11/01/2016;1951319;5;129,5;3207;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  8081.60;0;672;6720025;SILICA - QUARTZO EM PO                                      ;;;0;18/06/2015;07/01/2016;11/01/2016;4.292;Não;30;14/01/2016;25/01/2016;1951319;300;5,9;322;9 - 30 D;10;KG;Material;Ativo   ;Total   ;0;
  8081.64;0;818;8180048;CHUMBADOR EXPANSIVO (SWELLEX)                               ;;;0;18/06/2015;07/01/2016;07/01/2016;4.238;Não;20;08/01/2016;12/01/2016;1951319;400;55,85;4951;28 - 28 ;10;PC;Material;Ativo   ;Total   ;0;
  8081.69;0;261;2610005;BOLA DE ACO 3 POL.                                          ;;;0;18/06/2015;07/01/2016;08/01/2016;4.251;Não;5;08/01/2016;28/01/2016;1951319;51.000,00;5,4;4085;9 - 30 D;10;KG;Material;Ativo   ;Total   ;0;
  8081.70;0;130;1300039;CARBONATO SODIO                                             ;;;0;18/06/2015;07/01/2016;11/01/2016;4.294;Não;15;24/02/2016;02/03/2016;1951319;1.000,00;4,4;1438;9 - 30 D;10;KG;Material;Ativo   ;Total   ;0;
  2604.98;0;590;5900539;ROLAMENTO NU315WC3 NSK                                      ;31/12/2015;1951575;13.866;07/01/2016;07/01/2016;07/01/2016;4.239;Não;15;12/01/2016;15/01/2016;1951319;2;599,72;5625;9 - 30 D;10;PC;Material;Ativo   ;Débito D;0;
  2604.99;0;314;3142511;RETENTOR 10X75X100MM 1619517700  ATLAS COPCO                ;31/12/2015;1951575;13.866;07/01/2016;07/01/2016;07/01/2016;4.240;Não;15;11/01/2016;15/01/2016;1951319;4;128,6;11644;9 - 30 D;10;PC;Material;Ativo   ;Débito D;0;
  8081.73;0;150;1500283;TERMINAL NEGATIVO TBN0102 MCI METALURGICA                   ;;;0;18/06/2015;07/01/2016;13/01/2016;4.377;Não;30;14/01/2016;26/01/2016;1951319;20;5;21548;28 - 28 ;10;PC;Material;Ativo   ;Total   ;0;
  8081.76;0;750;7500336;TOMADA S-105-6                                              ;;;0;18/06/2015;07/01/2016;11/01/2016;4.291;Não;30;01/04/2016;11/04/2016;1951319;20;226,6;230;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.78;0;130;1300003;CIANETO SODIO NACN - SOLUCAO 30%                            ;;;0;18/06/2015;07/01/2016;07/01/2016;4.243;Não;15;07/01/2016;08/01/2016;1951319;28,2;2.943,69;12868;21 - 21 ;10;T ;Material;Ativo   ;Total   ;0;
  8081.82;0;118;1180046;TARUGO BRONZE 2 POL.                                        ;;;0;18/06/2015;07/01/2016;14/01/2016;4.402;Não;20;27/01/2016;10/02/2016;1951319;10;105,42;12457;28 - 28 ;10;KG;Material;Ativo   ;Total   ;0;
  8081.84;0;118;1180058;TARUGO BRONZE 4.1/2 POL. RED BZ ICOME                       ;;;0;18/06/2015;07/01/2016;14/01/2016;4.402;Não;20;27/01/2016;10/02/2016;1951319;10;102,06;12457;28 - 28 ;10;KG;Material;Ativo   ;Total   ;0;
  8081.91;0;672;6720028;REVELADOR TESTE BRANCO                                      ;;;0;18/06/2015;07/01/2016;12/01/2016;4.330;Não;15;15/01/2016;25/01/2016;1951319;2;20;1536;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.92;0;728;7280053;CONTATOR MEDIA TENSAO                                       ;;;0;18/06/2015;07/01/2016;12/01/2016;4.338;Não;20;15/01/2016;05/02/2016;1951319;1;124;26519;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.96;0;590;5900400;ROLAMENTO 7315BECBM SKF                                     ;;;0;18/06/2015;08/01/2016;11/01/2016;4.258;Não;2;12/01/2016;28/01/2016;1951319;4;1.250,00;27279;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.97;0;590;5900539;ROLAMENTO NU315WC3 NSK                                      ;;;0;18/06/2015;08/01/2016;11/01/2016;4.257;Não;15;12/01/2016;15/01/2016;1951319;2;599,72;5625;9 - 30 D;10;PC;Material;Ativo   ;Débito D;0;
  8081.99;0;112;1120011;CHAPA LISA ACO 9,53MM                                       ;;;0;18/06/2015;08/01/2016;13/01/2016;4.366;Não;15;20/01/2016;25/01/2016;1951319;10;430,5;439;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  2605.06;0;996;9960075;RETENTOR RADIAL PEQUENO DIAMETRO                            ;07/01/2016;1950216;14.203;07/01/2016;08/01/2016;11/01/2016;4.259;Sim;5;13/01/2016;05/02/2016;1951319;1;89;15575;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2605.07;0;996;9960075;RETENTOR RADIAL PEQUENO DIAMETRO                            ;07/01/2016;1950216;14.203;07/01/2016;08/01/2016;11/01/2016;4.259;Sim;5;13/01/2016;05/02/2016;1951319;1;240;15575;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2605.08;0;996;9960002;ROLAMENTOS AUTOCOMPENSADORES DE ROLOS                       ;07/01/2016;1950216;14.203;07/01/2016;08/01/2016;11/01/2016;4.259;Sim;5;13/01/2016;05/02/2016;1951319;1;350;15575;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2605.09;0;996;9960002;ROLAMENTOS AUTOCOMPENSADORES DE ROLOS                       ;07/01/2016;1950216;14.203;07/01/2016;08/01/2016;11/01/2016;4.259;Sim;5;13/01/2016;05/02/2016;1951319;1;354;15575;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  2605.10;0;996;9960002;ROLAMENTOS AUTOCOMPENSADORES DE ROLOS                       ;07/01/2016;1950216;14.203;07/01/2016;08/01/2016;11/01/2016;4.259;Sim;5;13/01/2016;05/02/2016;1951319;1;229;15575;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  8082.00;0;114;1140026;PERIFL L SAE 1020 2X1/4 POL.                                ;;;0;18/06/2015;08/01/2016;14/01/2016;4.392;Não;15;20/01/2016;25/01/2016;1951319;10;92;439;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  2605.11;0;996;9962923;RESISTENCIA ELETRICA                                        ;07/01/2016;1990014;14.147;07/01/2016;08/01/2016;08/01/2016;4.255;Não;15;11/01/2016;16/02/2016;1951319;4;130;27448;28 - 28 ;99;PC;Material;Ativo   ;Débito D;0;
  2605.12;0;996;9960399;INTERRUPTOR DE TECLA                                        ;07/01/2016;1990014;14.147;07/01/2016;08/01/2016;08/01/2016;4.255;Não;15;11/01/2016;16/02/2016;1951319;3;38;27448;28 - 28 ;99;PC;Material;Ativo   ;Débito D;0;
  2605.13;0;996;9961436;CILINDROS HIDRAULICOS DE DUPLA ACAO                         ;08/01/2016;1950216;14.221;08/01/2016;08/01/2016;08/01/2016;4.246;Sim;15;11/01/2016;21/01/2016;1951319;1;3.299,00;1742;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  8082.02;0;256;2561742;TELA FILTRO 4S8598 CATERPILLAR                              ;;;0;18/06/2015;08/01/2016;13/01/2016;4.381;Não;20;14/01/2016;21/01/2016;1951319;1;44,9928;24470;28 - 28 ;85;PC;Material;Ativo   ;Total   ;0;
  8082.03;0;256;2563511;FILTRO DE OLEO 1440832 CATERPILLAR                          ;;;0;18/06/2015;08/01/2016;13/01/2016;4.374;Não;20;15/01/2016;05/02/2016;1951319;2;220;15575;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.04;0;256;2563591;ELEMENTO FILTRO P-42 CATERPILLAR                            ;;;0;18/06/2015;08/01/2016;13/01/2016;4.380;Não;20;14/01/2016;18/02/2016;1951319;2;51,83;24470;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.05;0;256;2563600;FILTRO 1R0762 CATERPILLAR                                   ;;;0;18/06/2015;08/01/2016;13/01/2016;4.374;Não;20;15/01/2016;05/02/2016;1951319;12;128;15575;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.06;0;256;2563606;FILTRO DE OLEO 1R1807 CATERPILLAR                           ;;;0;18/06/2015;08/01/2016;13/01/2016;4.374;Não;20;15/01/2016;05/02/2016;1951319;10;130;15575;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8082.07;0;256;2563647;FILTRO 2254118 CATERPILLAR                                  ;;;0;18/06/2015;08/01/2016;13/01/2016;4.374;Não;20;15/01/2016;05/02/2016;1951319;2;430;15575;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.08;0;256;2563709;ANEL DO FILTRO DE DA TR 2S8439 CATERPILLAR                  ;;;0;18/06/2015;08/01/2016;13/01/2016;4.380;Não;20;14/01/2016;18/02/2016;1951319;2;22,16;24470;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8082.09;0;256;2563939;FILTRO 9T8578 CATERPILLAR                                   ;;;0;18/06/2015;08/01/2016;13/01/2016;4.374;Não;20;15/01/2016;05/02/2016;1951319;2;240;15575;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  2605.14;0;996;9960029;ROLAMENTOS DE ALTA PRECISÃO                                 ;07/01/2016;1950962;14.146;07/01/2016;08/01/2016;08/01/2016;4.250;Sim;15;12/01/2016;27/01/2016;1951319;2;2.134,37;5625;9 - 30 D;99;PC;Material;Ativo   ;Débito D;0;
  8082.15;0;590;5900104;ROLAMENTO 23024CCW33 SKF                                    ;;;0;18/06/2015;08/01/2016;08/01/2016;4.252;Não;15;11/01/2016;01/02/2016;1951319;2;1.298,35;27279;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.22;0;594;5940034;BUCHA H311 SKF                                              ;;;0;18/06/2015;08/01/2016;18/01/2016;4.467;Não;15;20/01/2016;26/01/2016;1951319;3;16,94;5625;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.24;0;712;7120005;LAMPADA INCANDESCENTE                                       ;;;0;18/06/2015;08/01/2016;14/01/2016;4.409;Não;20;15/01/2016;26/01/2016;1951319;20;2,24;26771;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.26;0;Y200115 ;UC001101        ;RELE TEMP 240V 1mA SPDT RAP                                 ;;;0;18/06/2015;08/01/2016;18/01/2016;4.475;Não;30;03/02/2016;11/02/2016;1951319;2;299,35;26519;9 - 30 D;85;PC;Material;Ativo   ;Total   ;MANUTENCAO MINA                                   ;0
  8082.30;0;720;7200125;ELO FUSIVEL 12A 15V                                         ;;;0;18/06/2015;08/01/2016;14/01/2016;4.408;Não;30;18/02/2016;03/03/2016;1951319;3;5;26519;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.40;0;728;7280404;CONTATOR 3RT1054 SIEMENS                                    ;;;0;18/06/2015;08/01/2016;14/01/2016;4.408;Não;15;15/01/2016;19/02/2016;1951319;1;895;26519;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  2605.15;0;9910;SV000939        ;ALUGUEL DE OUTROS EQUIPAMENTOS                              ;08/01/2016;1950962;14.236;08/01/2016;08/01/2016;08/01/2016;4.253;Não;15;04/03/2016;17/03/2016;1951319;1;14.133,16;3037;28 - 28 ;99;SE;Serviço ;Ativo   ;Débito D;0;
  2605.16;0;9910;SV000939        ;ALUGUEL DE OUTROS EQUIPAMENTOS                              ;08/01/2016;1950962;14.236;08/01/2016;08/01/2016;08/01/2016;4.253;Não;15;04/03/2016;17/03/2016;1951319;1;14.133,16;3037;28 - 28 ;99;SE;Serviço ;Ativo   ;Débito D;0;
  8080.94;3775;412;4120237;REVESTIMENTO F6036MR26 WEIR                                 ;;;0;18/06/2015;04/01/2016;02/10/2014;697;Não;0;20/01/2016;04/02/2016;1951684;6;1.695,05;81;28 - 28 ;10;PC;Material;Ativo   ;Total   ;0;
  8081.39;0;9999;SV000923        ;SERVIÇO DE CONSULTORIA PESSOA JURIDICA                      ;;;0;18/06/2015;06/01/2016;06/01/2016;4.232;Não;5;18/01/2016;28/01/2016;30101702;1;10.655,30;16910;28 - 28 ;99;SE;Serviço ;Ativo   ;Débito D;0;
